HTS Number,Country,District,Year,Quantity Description,Measure,Unit,Month,Value
848210,India,"Minneapolis, MN",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,India,"Minneapolis, MN",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,India,"Minneapolis, MN",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,January,"18,421"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,February,"14,288"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,March,"9,322"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,April,"20,927"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,May,"20,331"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,June,"20,530"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,July,"23,090"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,August,"22,386"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,September,"14,158"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,October,"7,766"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,November,"16,561"
848210,India,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,December,"11,320"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,January,"12,264"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,February,"9,984"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,March,"14,603"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,April,"4,989"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,May,"18,904"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,July,"15,475"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,August,"8,310"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,September,"5,968"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,October,"7,149"
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,November,415
848210,India,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,December,"4,354"
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,January,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,India,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,December,272
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,January,292
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,July,695
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,August,164
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,November,311
848210,India,"Philadelphia, PA",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,January,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,India,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,January,"43,269"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,February,"11,373"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,March,"25,376"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,April,"19,343"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,May,"14,513"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,June,"16,580"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,July,"7,291"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,August,"20,538"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,September,"36,352"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,October,"23,867"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,November,"4,495"
848210,India,"Savannah, GA",2023,Value for: number,Calculated Duties,In Actual Dollars,December,"1,638"
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,January,368
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,India,"St. Louis, MO",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,January,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,June,"1,122"
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,India,"Wilmington, NC",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,January,0
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,May,427
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,September,"1,235"
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,October,454
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,Mexico,"Buffalo, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,January,986
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,February,621
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,April,784
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,May,642
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,June,613
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,Mexico,"Chicago, IL",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,January,675
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,February,"1,418"
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,March,270
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,June,475
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,July,"1,603"
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,August,"3,690"
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,September,"1,138"
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,October,"2,179"
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,Mexico,"Cleveland, OH",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,January,"6,857"
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,June,"3,105"
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,October,454
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,Mexico,"Detroit, MI",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,January,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,August,840
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,Mexico,"El Paso, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,January,"167,873"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,February,"144,146"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,March,"183,657"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,April,"167,072"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,May,"182,544"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,June,"179,640"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,July,"171,812"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,August,"177,993"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,September,"225,305"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,October,"197,956"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,November,"178,012"
848210,Mexico,"Laredo, TX",2023,Value for: number,Calculated Duties,In Actual Dollars,December,"242,423"
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,January,0
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,May,419
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,June,768
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,July,195
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,September,181
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,October,704
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,Mexico,"New Orleans, LA",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,January,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,August,373
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,Mexico,"New York, NY",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,January,"2,126"
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,February,207
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,May,"1,545"
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,June,634
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,July,"1,193"
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,September,226
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,October,264
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,November,212
848210,Mexico,"Nogales, AZ",2023,Value for: number,Calculated Duties,In Actual Dollars,December,762
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,January,"27,830"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,February,"27,260"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,March,"26,439"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,April,"21,931"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,May,"22,998"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,June,"29,781"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,July,"23,366"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,August,"24,725"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,September,"21,955"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,October,"17,862"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,November,"20,878"
848210,Mexico,"San Diego, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,December,"23,222"
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,January,0
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,March,325
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,May,764
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,October,0
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,Mexico,"San Francisco, CA",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,January,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,February,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,March,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,April,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,May,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,June,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,July,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,August,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,September,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,October,205
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,November,0
848210,Mexico,"Seattle, WA",2023,Value for: number,Calculated Duties,In Actual Dollars,December,0
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"8,731"
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,430
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,"4,974"
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Brazil,"Chicago, IL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"26,500"
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Brazil,"Los Angeles, CA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,"55,684"
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
730630,Brazil,"Miami, FL",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,December,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,January,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,February,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,March,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,April,"44,448"
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,May,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,June,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,July,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,August,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,September,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,October,0
730630,Brazil,"Seattle, WA",2023,kilograms,First Unit of Quantity,In Actual Units of Quantity,November,0
